form	lemma	POS	morph
དཀར་ཆག་	དཀར་ཆག་	NOUN
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
ས་བཅད་	ས་བཅད་	NOUN
སྣང་བྱེད་	སྣང་བྱེད་	PROPN
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
གཞུང་	གཞུང་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
།		PUNCT
སྐབས་	སྐབས་	NOUN
དང་པོ་	དང་པོ་	ADJ
།		PUNCT
རྣམ་མཁྱེན་	རྣམ་མཁྱེན་	NOUN
།		PUNCT
		
སྐབས་	སྐབས་	NOUN
གཉིས་པ་	གཉིས་པ་	NUM
།		PUNCT
ལམ་ཤེས་	ལམ་ཤེས་	NO_POS
།		PUNCT
		
སྐབས་གསུམ་པ་	སྐབས་གསུམ་པ་	NO_POS
།		PUNCT
གཞི་ཤེས་	གཞི་ཤེས་	NO_POS
།		PUNCT
		
སྐབས་	སྐབས་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
།		PUNCT
རྣམ་	རྣམ་	NOUN
རྫོགས་	རྫོགས་	VERB
སྦྱོར་བ་	སྦྱོར་བ་	VERB
།		PUNCT
		
སྐབས་	སྐབས་	NOUN
ལྔ་པ་	ལྔ་པ་	NUM
།		PUNCT
རྩེ་མོ་	རྩེ་མོ་	NOUN
འི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
།		PUNCT
		
སྐབས་	སྐབས་	NOUN
དྲུག་པ་	དྲུག་པ་	NUM
།		PUNCT
མཐར་གྱིས་	མཐར་གྱིས་	NO_POS
སྦྱོར་བ་	སྦྱོར་བ་	VERB
།		PUNCT
		
སྐབས་	སྐབས་	NOUN
བདུན་པ་	བདུན་པ་	NUM
།		PUNCT
སྐད་ཅིག་མ་	སྐད་ཅིག་མ་	ADJ
འི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
།		PUNCT
		
སྐབས་	སྐབས་	NOUN
བརྒྱད་པ་	བརྒྱད་པ་	NUM
།		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
།		PUNCT
		
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
སྐབས་	སྐབས་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ཀྱི་	གི་	PART
སྟོང་ཐུན་	སྟོང་ཐུན་	OTHER
།		PUNCT
		
གཞི་ཤེས་	གཞི་ཤེས་	NO_POS
།		PUNCT
		
ལམ་ཤེས་	ལམ་ཤེས་	NO_POS
།		PUNCT
		
རྣམ་མཁྱེན་	རྣམ་མཁྱེན་	NOUN
།		PUNCT
		
ཡུལ་	ཡུལ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
སྒྲ་དོན་	སྒྲ་དོན་	NOUN
།		PUNCT
		
ཡུལ་	ཡུལ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
དབྱེ་བ་	དབྱེ་བ་	VERB
།		PUNCT
		
མཁྱེན་	མཁྱེན་	VERB
གསུམ་	གསུམ་	NUM
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
ཏུ་	ལ་	PART
ངོས་འཛིན་པ་	ངོས་འཛིན་པ་	NOUN
།		PUNCT
		
ཐབས་	ཐབས་	NOUN
སྦྱོར་བ་	སྦྱོར་བ་	VERB
བཞི་	བཞི་	NUM
།		PUNCT
		
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
ངོས་བཟུང་བ་	ངོས་བཟུང་བ་	NOUN
།		PUNCT
		
དངོས་པོ་	དངོས་པོ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ཀྱི་	གི་	PART
ས་མཚམས་	ས་མཚམས་	NOUN
།		PUNCT
		
རྣམ་མཁྱེན་	རྣམ་མཁྱེན་	NOUN
གྱི་	གི་	PART
ཆོ་	ཆོ་	NOUN
བཅུ་	བཅུ་	NUM
།		PUNCT
		
ལམ་ཤེས་	ལམ་ཤེས་	NO_POS
ཀྱི་	གི་	PART
ཆོ་	ཆོ་	NOUN
བཅུ་གཅིག་	བཅུ་གཅིག་	NO_POS
		
གཞི་ཤེས་	གཞི་ཤེས་	NO_POS
ཀྱི་	གི་	PART
ཆོ་	ཆོ་	NOUN
དགུ་	དགུ་	NUM
		
རྣམ་	རྣམ་	NOUN
རྫོགས་	རྫོགས་	VERB
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
།		PUNCT
		
རྩེ་མོ་	རྩེ་མོ་	NOUN
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
བདུན་	བདུན་	NUM
།		PUNCT
		
མཐར་གྱིས་པ་	མཐར་གྱིས་པ་	NO_POS
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
བཅུ་གསུམ་	བཅུ་གསུམ་	NO_POS
།		PUNCT
		
སྐད་ཅིག་མ་	སྐད་ཅིག་མ་	ADJ
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
བཞི་	བཞི་	NUM
།		PUNCT
		
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
འི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
།		PUNCT
		
ཆོས་དབྱིངས་	ཆོས་དབྱིངས་	NOUN
བསྟོད་པ་	བསྟོད་པ་	VERB
འི་	གི་	PART
རྩ་བ་	རྩ་བ་	NOUN
།		PUNCT
		
དབུ་མ་	དབུ་མ་	PROPN
ཆོས་དབྱིངས་	ཆོས་དབྱིངས་	NOUN
བསྟོད་པ་	བསྟོད་པ་	VERB
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
།		PUNCT
		
གནས་སྐབས་	གནས་སྐབས་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དབྱིངས་	དབྱིངས་	NOUN
ཇི་ལྟ་		
གནས་པ་	གནས་པ་	VERB
སྟོན་པ་	སྟོན་པ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
གྱི་	གི་	PART
གནས་སྐབས་	གནས་སྐབས་	NOUN
ན་	ལ་	PART
ཇི་ལྟ་		
གནས་ཚུལ་	གནས་ཚུལ་	VERB
ལ་	ལ་	PART
གཉིས་	གཉིས་	NUM
ཏེ་	སྟེ་	PART
།		PUNCT
		
ངོ་བོ་	ངོ་བོ་	NOUN
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
།		PUNCT
		
		
དཔེ་	དཔེ་	NOUN
དང་	དང་	NO_POS
སྦྱར་	སྦྱར་	VERB
ཏེ་	སྟེ་	PART
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
འོ་	གོ་	PART
།		PUNCT
		
གཉིས་པ་	གཉིས་པ་	NUM
